Course Title,Course Info,Course Rating,Course Duration,Course Level,Source
Practical SAS Programming and Certification Review,"Not specified
Not specified",4.9,20.0,Intermediate,Coursera
Service-Oriented Architecture,"Not specified
Web Service, Microservices, Representational State Transfer (REST), Service-Oriented Architecture",4.5,9.0,Intermediate,Coursera
Differential Calculus through Data and Modeling Specialization,"Model data with both single and multivariable functionsFind maximum and minimum values of both single and multivariable functions, with and without constraints, to find optimal solutions to problems. Understand properties of different types of functions to apply them accordingly to model different situations. Perform operations of differential calculus, such as finding velocity, acceleration, rates of change, and slopes of tangent lines.
Data Analysis, function analysis, Mathematical Optimization, vectors, Modelling",4.8,40.0,Intermediate,Coursera
Machine Learning Using SAS Viya,"Not specified
Not specified",4.7,33.0,Intermediate,Coursera
Splunk Search Expert 101,"Investigate data using Splunk Search Processing Language (SPL) and create searches, reports, dashboards, and visualizations.Utilize temporary and persistent fields in searches and enrich data with fields from other data sources.Create, managed, and schedule reports and alerts to automate processes and respond to incidents as they occur.Visualize data to create charts, graphs, and maps and use visual formatting commands to curate appearance.
Business Intelligence, Data Science, Big Data, Data Analysis, Business Analysis",4.7,2.0,Beginner,Coursera
Cross-border road transport in EU law context,"Not specified
Not specified",0.0,26.0,Expert,Coursera
Mécanique quantique,"Not specified
Not specified",4.8,22.0,Intermediate,Coursera
"Natural Attenuation of Groundwater Contaminants: New Paradigms, Technologies, and Applications","Not specified
Not specified",4.8,27.0,Expert,Coursera
Text Mining and Analytics,"Not specified
Data Clustering Algorithms, Text Mining, Probabilistic Models, Sentiment Analysis",4.5,33.0,Not applicable,Coursera
Wind resources for renewable energies,"Not specified
Not specified",3.6,17.0,Intermediate,Coursera
iOS App Development with Swift Specialization,"Not specified
Persistence, iOS App Development, Xcode, Swift (Programming Language)",4.0,40.0,Intermediate,Coursera
Connecter et protéger : réseaux et sécurité des réseaux,"Définir les types de réseaux et les composantes des réseauxIllustrer comment les données sont envoyées et reçues sur un réseauComprendre comment sécuriser un réseau contre les tactiques d'intrusionDécrire les techniques de renforcement des systèmes
Suite des protocoles Internet (TCP/IP), Réseaux cloud, Sécurité réseau, Renforcement de la sécurité, Architecture réseau",0.0,14.0,Beginner,Coursera
Acing the Product Management Interview,"Earn Trust. Learn where most job opportunities are found, how to network effectively, and how to continue networking throughout your career.Hire and Develop the Best. Leaders raise the bar with every hire. Learn how to meet that bar by practicing real PM interview questions.Interviewer Sense. Nancy, having interviewed many PM candidates, explains her thoughts and strategies during mock Google and Amazon interviews.It’s Always Day One. Learn about your next opportunities for learning, how AWIP can help advance your career, and how to build your brand.
Estimation Interview, Product Design Interview, Strategy Interview, Behavioral Interview, Data Analysis Interview",4.7,14.0,Beginner,Coursera
Robotics: Perception,"Not specified
Computer Vision, Estimation, Random Sample Consensus (Ransac), Geometry",4.3,32.0,Intermediate,Coursera
"C++ Basic Structures: Vectors, Pointers, Strings, and Files","Store and manipulate vectors of dataCompare and manipulate strings of textRead and write to text and CSV files
Strings, Computer Science, C++, Files, vectors",4.6,9.0,Beginner,Coursera
Probabilistic Deep Learning with TensorFlow 2,"Not specified
Generative Model, Tensorflow, Probabilistic Programming Language (PRPL), Deep Learning, Probabilistic Neural Network",4.7,52.0,Expert,Coursera
Oracle Database Foundations,"Not specified
Not specified",4.6,11.0,Beginner,Coursera
Usable Security,"Not specified
Cybersecurity, Usability, Privacy, User Interface",4.6,11.0,Not applicable,Coursera
Product Management: Foundations & Stakeholder Collaboration,"Apply essential communication and collaboration skills critical to product successDevelop interpersonal and business skills essential for product managementAnalyze various product management communication challenges and identify the impact of communication stylesExamine a case study and evaluate both its strengths and areas for improvement and then offer actionable recommendations
Product Planning, Communication, Leadership, Product Management, Stakeholder Management",0.0,15.0,Beginner,Coursera
Frontiers in Dentistry,"You will learn about five evolving domains of dentistry and how it addresses the clinical needs of the population.You will learn about the varying therapeutic and scientific innovations that have been incorporated into each practice and how they benefit patients.You will learn about the various technology advancements that have enabled these dental domains to develop.
Artificial Intelligience, Dentistry, Inclusive Care, Dental Technologies",4.9,4.0,Intermediate,Coursera
Data and Health Indicators in Public Health Practice,"Not specified
Not specified",4.7,6.0,Beginner,Coursera
Julia Scientific Programming,"How to start coding in the Julia programming language.The advantages and capacities of Julia as a computing language.
Julia (Programming Language), Computer Programming, Data Visualization",4.4,19.0,Beginner,Coursera
Applied Social Network Analysis in Python,"Represent and manipulate networked data using the NetworkX libraryAnalyze the connectivity of a networkMeasure the importance or centrality of a node in a networkPredict the evolution of networks over time
Graph Theory, Network Analysis, Python Programming, Social Network Analysis",4.6,26.0,Intermediate,Coursera
Python Classes and Inheritance,"Explore classes, instances, and inheritance to represent data efficiently.Gain insights into class design and cultivate the practice of writing automated tests for your code.Learn to override built-in methods and create inherited classes that reuse functionality.
Python Programming, Code Debugging, Code Testing",4.7,18.0,Intermediate,Coursera
Building Database Applications in PHP,"Learn about the object-oriented patterns available in PHP.Build your first 'complete' application that has multiple screens to Create, Read, Update and Delete your data.Learn how PHP uses cookies and manages session data.
Hypertext Preprocessor (PHP), Create, Read, Update And Delete, MySQL",4.9,24.0,Intermediate,Coursera
C Programming: Getting Started - 1,"Define, distinguish and give examples of hardware/software, computer programs/algorithmsExplain the concept of a variable and declare, initialize and modify variables of data types int, double and charCreate and comment simple C-programs that may print text, special characters and variables to the screen with controlled formattingCreate simple C-programs that utilize for-loops to repeat blocks of instructions
computer programs/algorithms, Computer Programming, C Programming",4.6,11.0,Beginner,Coursera
Robotics: Computational Motion Planning,"Not specified
Motion Planning, Automated Planning And Scheduling, A* Search Algorithm, Matlab",4.3,11.0,Not applicable,Coursera
Introduction to Computer Programming with Visual Basic Specialization,"Not specified
Computer Programming, Collections, Polymorphism, Visual Basic (VB), Inheritance",4.6,80.0,Beginner,Coursera
IBM Data Science Professional Certificate,"Master the most up-to-date practical skills and knowledge that data scientists use in their daily rolesLearn the tools, languages, and libraries used by professional data scientists, including Python and SQLImport and clean data sets, analyze and visualize data, and build machine learning models and pipelinesApply your new skills to real-world projects and build a portfolio of data projects that showcase your proficiency to employers
Data Science, Big Data, Python Programming, Github, Machine Learning, Deep Learning, Methodology, SQL, Rstudio, Data Mining, Jupyter notebooks",4.6,200.0,Beginner,Coursera
Data Science Specialization,"Use R to clean, analyze, and visualize data.Navigate the entire data science pipeline from data acquisition to publication. Use GitHub to manage data science projects.Perform regression analysis, least squares and inference using regression models.
Github, Machine Learning, R Programming, Regression Analysis",4.5,280.0,Beginner,Coursera
Google Data Analytics Professional Certificate,"Gain an immersive understanding of the practices and processes used by a junior or associate data analyst in their day-to-day jobLearn key analytical skills (data cleaning, analysis, & visualization) and tools (spreadsheets, SQL, R programming, Tableau) Understand how to clean and organize data for analysis, and complete analysis and calculations using spreadsheets, SQL and R programmingLearn how to visualize and present data findings in dashboards, presentations and commonly used visualization platforms
Data Analysis, Creating case studies, Data Visualization, Data Cleansing, Developing a portfolio, Data Collection, Spreadsheet, Metadata, SQL, Data Ethics, Data Aggregation, Data Calculations, R Markdown, R Programming, Rstudio, Tableau Software, Presentation, Data Integrity, Sample Size Determination, Decision-Making, Problem Solving, Questioning",4.8,240.0,Beginner,Coursera
"Python for Data Science, AI & Development","Learn Python - the most popular programming language and for Data Science and Software Development.Apply Python programming logic Variables, Data Structures, Branching, Loops, Functions, Objects & Classes.Demonstrate proficiency in using Python libraries such as Pandas & Numpy, and developing code using Jupyter Notebooks.Access and web scrape data using APIs and Python libraries like Beautiful Soup. 
Data Science, Data Analysis, Python Programming, Numpy, Pandas",4.6,26.0,Beginner,Coursera
Applied Data Science with Python Specialization,"Conduct an inferential statistical analysisDiscern whether a data visualization is good or badEnhance a data analysis with applied machine learningAnalyze the connectivity of a social network
Text Mining, Python Programming, Pandas, Matplotlib",4.5,160.0,Intermediate,Coursera
What is Data Science? ,"Define data science and its importance in today’s data-driven world.Describe the various paths that can lead to a career in data science. Summarize  advice given by seasoned data science professionals to data scientists who are just starting out.Explain why data science is considered the most in-demand job in the 21st century. 
Data Science, Big Data, Machine Learning, Deep Learning, Data Mining",4.7,11.0,Beginner,Coursera
Introduction to Data Science Specialization,"Describe what data science and machine learning are, their applications & use cases, and various types of tasks performed by data scientists  Gain hands-on familiarity with common data science tools including JupyterLab, R Studio, GitHub and Watson Studio Develop the mindset to work like a data scientist, and follow a methodology to tackle different types of data science problemsWrite SQL statements and query Cloud databases using Python from Jupyter notebooks
Data Science, Python Programming, Cloud Databases, SQL, Relational Database Management System (RDBMS)",4.7,40.0,Beginner,Coursera
Foundations of Data Science,"Understand common careers and industries that use advanced data analyticsInvestigate the impact data analysis can have on decision-makingExplain how data professionals preserve data privacy and ethics Develop a project plan considering roles and responsibilities of team members
Project Management, Sharing Insights With Stakeholders, Cross-Functional Team Dynamics, Asking Effective Questions, Effective Written Communication",4.7,26.0,Expert,Coursera
Data Science Math Skills,"Not specified
""Bayes Theorem"", Bayesian Probability, Probability, Probability Theory",4.5,13.0,Beginner,Coursera
IBM Data Analyst Professional Certificate,"Master the most up-to-date practical skills and tools that data analysts use in their daily rolesLearn how to visualize data and present findings using various charts in Excel spreadsheets and BI tools like IBM Cognos Analytics & TableauDevelop working knowledge of Python language for analyzing data using Python libraries like Pandas and Numpy, and invoke APIs and Web Services Gain technical experience through hands on labs and projects and build a portfolio to showcase your work
Data Science, Spreadsheet, Data Analysis, Python Programming, Microsoft Excel, IBM Cognos Analytics, Dashboard, SQL, Numpy, Pandas, Data Visualization, Pivot Table",4.7,160.0,Beginner,Coursera
Advanced Data Science with IBM Specialization,"Not specified
Data Science, Internet Of Things (IOT), Deep Learning, Apache Spark",4.4,80.0,Expert,Coursera
Executive Data Science Specialization,"Become conversant in the field and understand your role as a leader.Recruit, assemble, evaluate, and develop a team with complementary skill sets and roles.Navigate the structure of the data science pipeline by understanding the goals of each stage and keeping your team on target throughout.Overcome the common challenges that frequently derail data science projects.
Data Science, Data Analysis, Communication, Leadership, Data Management",4.5,40.0,Beginner,Coursera
Google Advanced Data Analytics Professional Certificate,"Explore the roles of data professionals within an organization Create data visualizations and apply statistical methods to investigate dataBuild regression and machine learning models to analyze and interpret dataCommunicate insights from data analysis to stakeholders
Data Science, Data Analysis, Python Programming, Jupyter Notebook, Machine Learning, Statistical Analysis, Tableau Software, Data Visualization, Predictive Modelling, Kaggle, Exploratory Data Analysis (EDA), Regression Models",4.8,240.0,Expert,Coursera
Data Science Methodology,"Describe what a data science methodology is and why data scientists need a methodology.Apply the six stages in the Cross-Industry Process for Data Mining (CRISP-DM) methodology to analyze a case study.Evaluate which analytic model is appropriate among predictive, descriptive, and classification models used to analyze a case study.Determine appropriate data sources for your data science analysis methodology.
Data Science, Data Analysis, CRISP-DM, Methodology, Data Mining",4.6,6.0,Beginner,Coursera
A Crash Course in Data Science,"Describe Data Science’s role in various contextsUnderstand how Statistics and Machine Learning affect Data ScienceUse the key terms used by data scientistPredict whether a Data Science project will be successful
Data Science, Data Analysis, Machine Learning, Project",4.5,8.0,Beginner,Coursera
Applied Data Science Specialization,"Develop an understanding of Python fundamentalsGain practical Python skills and apply them to data analysisCommunicate data insights effectively through data visualizationsCreate a project demonstrating your understanding of applied data science techniques and tools
Model Selection, Data Analysis, Python Programming, Data Visualization, Predictive Modelling, Dashboards and Charts, dash, Matplotlib, Data Science, Pandas, Jupyter notebooks, Numpy, Github, Jupyter Notebook, K-Means Clustering, Methodology, Data Science Methodology",4.6,80.0,Beginner,Coursera
Introduction to Data Analytics,"Explain what Data Analytics is and the key steps in the Data Analytics processDifferentiate between different data roles such as Data Engineer, Data Analyst, Data Scientist, Business Analyst, and Business Intelligence AnalystDescribe the different types of data structures, file formats, and sources of dataDescribe the data analysis process involving collecting, wrangling, mining, and visualizing data
Data Science, Spreadsheet, Data Analysis, Microsoft Excel, Data Visualization",4.8,10.0,Beginner,Coursera
SQL for Data Science,"Identify a subset of data needed from a column or set of columns and write a SQL query to limit to those results.Use SQL commands to filter, sort, and summarize data.Create an analysis table from multiple queries using the UNION operator.Manipulate strings, dates, & numeric data using functions to integrate data from different sources into fields with the correct format for analysis.
Data Science, Data Analysis, Sqlite, SQL",4.6,18.0,Beginner,Coursera
Mathematics for Machine Learning and Data Science Specialization,"A deep understanding of the math that makes machine learning algorithms work.Statistical techniques that empower you to get more out of your data analysis.Fundamental skills that employers desire, helping you ace machine learning interview questions and land your dream job.
Bayesian Statistics, Mathematics, Linear Regression, Machine Learning, Probability",4.6,60.0,Beginner,Coursera
Python Project for Data Science,"Play the role of a Data Scientist / Data Analyst working on a real project.Demonstrate your Skills in Python - the language of choice for Data Science and Data Analysis. Apply Python fundamentals, Python data structures, and working with data in Python.Build a dashboard using Python and libraries like Pandas, Beautiful Soup and Plotly using Jupyter notebook.
Data Science, Data Analysis, Python Programming, Pandas, Jupyter notebooks",4.5,8.0,Intermediate,Coursera
Data Science Fundamentals with Python and SQL Specialization,"Working knowledge of Data Science Tools such as Jupyter Notebooks, R Studio, GitHub, Watson StudioPython programming basics including data structures, logic, working with files, invoking APIs, and libraries such as Pandas and NumpyStatistical Analysis techniques including  Descriptive Statistics, Data Visualization, Probability Distribution, Hypothesis Testing and RegressionRelational Database fundamentals including SQL query language, Select statements, sorting & filtering, database functions, accessing multiple tables
Probability And Statistics, Basic Descriptive Statistics, Statistical Hypothesis Testing, Data Visualization, Regression Analysis, Data Science, Data Analysis, Python Programming, Numpy, Pandas, Jupyter notebooks, Cloud Databases, Relational Database Management System (RDBMS), SQL, Github, Rstudio",4.6,80.0,Beginner,Coursera
Genomic Data Science Specialization,"Next generation sequencing experimentsGenomic technologiesDNA, RNA and epigenetic patternsGenome analysis
Bioinformatics Algorithms, Algorithms, Python Programming, Algorithms On Strings, Bioinformatics, Biopython, Genomics, Statistics, Data Science, Computational Biology, Samtools, Command-Line Interface, Unix, Data Analysis, R Programming, Biostatistics, Bioconductor",4.4,40.0,Intermediate,Coursera
Databases and SQL for Data Science with Python,"Analyze data within a database using SQL and Python.Create a relational database and work with multiple tables using DDL commands. Construct basic to intermediate level SQL queries using DML commands. Compose more powerful queries with advanced SQL techniques like views, transactions, stored procedures, and joins. 
Python Programming, Cloud Databases, Relational Database Management System (RDBMS), SQL, Jupyter notebooks",4.6,20.0,Beginner,Coursera
Machine Learning Specialization,"Build ML models with NumPy & scikit-learn, build & train supervised models for prediction & binary classification tasks (linear, logistic regression)Build & train a neural network with TensorFlow to perform multi-class classification, & build & use decision trees & tree ensemble methodsApply best practices for ML development & use unsupervised learning techniques for unsupervised learning including clustering & anomaly detectionBuild recommender systems with a collaborative filtering approach & a content-based deep learning method & build a deep reinforcement learning model
Logistic Regression, Artificial Neural Network, Linear Regression, Decision Trees, Recommender Systems",4.9,80.0,Beginner,Coursera
IBM Data Engineering Professional Certificate,"Master the most up-to-date practical skills and knowledge data engineers use in their daily rolesLearn to create, design, & manage relational databases & apply database administration (DBA) concepts to RDBMSs such as MySQL, PostgreSQL, & IBM Db2 Develop working knowledge of NoSQL & Big Data using MongoDB, Cassandra, Cloudant, Hadoop, Apache Spark, Spark SQL, Spark ML, and Spark Streaming Implement ETL & Data Pipelines with Bash, Airflow & Kafka; architect, populate, deploy Data Warehouses; create BI reports & interactive dashboards 
Data Science, Data Analysis, Python Programming, ETL & Data Pipelines, NoSQL and Big Data, SQL, Apache Spark, Database (DBMS), Relational Database Management Systems (RDBMS)",4.6,200.0,Beginner,Coursera
Tools for Data Science,"Describe the Data Scientist’s tool kit which includes: Libraries & Packages, Data sets, Machine learning models, and Big Data tools   Utilize languages commonly used by data scientists like Python, R, and SQL   Demonstrate working knowledge of tools such as Jupyter notebooks and RStudio and utilize their various features    Create and manage source code for data science using Git repositories and GitHub.   
Data Science, Python Programming, Github, Rstudio, Jupyter notebooks",4.5,18.0,Beginner,Coursera
Data Analysis with Python,"Develop Python code for cleaning and preparing data for analysis - including handling missing values, formatting, normalizing, and binning dataPerform exploratory data analysis and apply analytical techniques to real-word datasets using libraries such as Pandas, Numpy and ScipyManipulate data using dataframes, summarize data, understand data distribution, perform correlation and create data pipelinesBuild and evaluate regression models using machine learning scikit-learn library and use them for prediction and decision making
Model Selection, Data Analysis, Python Programming, Data Visualization, Predictive Modelling",4.7,15.0,Beginner,Coursera
Microsoft Power BI Data Analyst Professional Certificate,"Learn to use Power BI to connect to data sources and transform them into meaningful insights.  Prepare Excel data for analysis in Power BI using the most common formulas and functions in a worksheet.     Learn to use the visualization and report capabilities of Power BI to create compelling reports and dashboards.  Demonstrate your new skills with a capstone project and prepare for the industry-recognized Microsoft PL-300 Certification exam.   
Data Analysis, Microsoft Excel, SQL, power bi, Power Query",4.6,200.0,Beginner,Coursera
Introduction to Statistics,"Not specified
Not specified",4.6,14.0,Beginner,Coursera
Applied Data Science Capstone,"Demonstrate proficiency in data science and machine learning techniques using a real-world data set and prepare a report for stakeholders   Apply your skills to perform data collection, data wrangling, exploratory data analysis, data visualization model development, and model evaluationWrite Python code to create machine learning models including support vector machines, decision tree classifiers, and k-nearest neighbors  Evaluate the results of machine learning models for predictive analysis, compare their strengths and weaknesses and identify the optimal model   
Github, Jupyter Notebook, K-Means Clustering, Methodology, Data Science Methodology",4.7,13.0,Intermediate,Coursera
Learn SQL Basics for Data Science Specialization,"Use SQL commands to filter, sort, & summarize data; manipulate strings, dates, & numerical data from different sources for analysisAssess and create datasets to solve your business questions and problems using SQLUse the collaborative Databricks workspace and create an end-to-end pipeline that reads data, transforms it, and saves the resultDevelop a project proposal & select your data, perform statistical analysis & develop metrics, and present your findings & make recommendations
Data Analysis, SQL, Apache Spark, Delta Lake",4.5,80.0,Beginner,Coursera
Data Science at Scale Specialization,"Not specified
Python Programming, SQL, R Programming, Mapreduce",4.1,40.0,Intermediate,Coursera
Fractal Data Science  Professional Certificate," Apply structured problem-solving techniques to dissect and address complex data-related challenges encountered in real-world scenarios.   Utilize SQL proficiency to retrieve, manipulate data and employ data visualization skills using Power BI to communicate insights.Apply Python expertise for data manipulation, analysis and implement machine learning algorithms to create predictive models for applications.Create compelling data stories to influence your audience and master the art of critically analyzing data while making decisions and recommendations.
Decision-Making, Python Programming, Problem Solving, Machine Learning, Data storytelling, SQL, power bi",4.4,200.0,Beginner,Coursera
Data Science Ethics,"Examine the ethical and privacy implications of collecting and managing big data.Explore the broader impact of the data science field on modern society.Understand who owns data, how we value privacy, how to receive informed consent and what it means to be fair.
Probabilty and Statistics, Data Analysis, Data Ethics",4.7,14.0,Beginner,Coursera
Data Science: Foundations using R Specialization,"Use R to clean, analyze, and visualize data.Learn how to ask the right questions, obtain data, and perform reproducible research.Use GitHub to manage data science projects.
Data Science, Github, Machine Learning, R Programming, Exploratory Data Analysis",4.6,160.0,Beginner,Coursera
Microsoft Azure Data Scientist Associate (DP-100)  Professional Certificate,"Manage Azure resources for machine learningRun experiments and train modelsDeploy and operationalize ethical machine learning solutions
Manage Azure resources for machine learning, Deploy and operationalize machine learning solutions, Run experiments and train models, Implement responsible machine learning",4.4,80.0,Intermediate,Coursera
CertNexus Certified Data Science Practitioner Professional Certificate,"Not specified
Data Model, Extraction, Transformation And Loading (ETL), Data Analysis, Data Manipulation, Machine Learning",4.7,80.0,Intermediate,Coursera
Data Science with Databricks for Data Analysts Specialization,"Discover how Databricks and Apache Spark simplify big data processing and optimize data analysis. Frame business problems for data science and machine learning to make the most out of big data analytic workflows.Solve real-world business problems quickly using Databricks to power the most popular data science techniques. 
Data Science, Data Analysis, Machine Learning",4.4,40.0,Intermediate,Coursera
Advanced Statistics for Data Science Specialization,"Learn about probability, expectations, conditional probabilities, distributions, confidence intervals, bootstrapping, binomial proportions, and more.Understand the matrix algebra of linear regression models.Learn about canonical examples of linear models to relate them to techniques that you may already be using.
Statistics, Linear Regression, Statistical Hypothesis Testing, R Programming, Linear Algebra",4.3,40.0,Expert,Coursera
Introduction to Data Science in Python,"Understand techniques such as lambdas and manipulating csv filesDescribe common Python functionality and features used for data scienceQuery DataFrame structures for cleaning and processingExplain distributions, sampling, and t-tests
Python Programming, Numpy, Pandas, Data Cleansing",4.5,34.0,Intermediate,Coursera
Data Warehousing for Business Intelligence Specialization,"Not specified
Pentaho, SQL, Data Visualization, Data Warehouse",4.5,320.0,Expert,Coursera
Data Mining  Specialization,"Not specified
Data Clustering Algorithms, Text Mining, Data Visualization, Data Mining",4.5,120.0,Intermediate,Coursera
SQL für Data Science,"Identify a subset of data needed from a column or set of columns and write a SQL query to limit to those results.Use SQL commands to filter, sort, and summarize data.Create an analysis table from multiple queries using the UNION operator.Manipulate strings, dates, & numeric data using functions to integrate data from different sources into fields with the correct format for analysis.
Not specified",4.4,13.0,Beginner,Coursera
Data Science Foundations: Statistical Inference Specialization,"Not specified
Inference, Statistics, Data Science, Probability",4.3,120.0,Intermediate,Coursera
Process Mining: Data science in Action,"Not specified
Petri Net, Process Modeling, Process Mining, Data Mining",4.7,22.0,Intermediate,Coursera
Data Science: Statistics and Machine Learning Specialization,"Perform regression analysis, least squares and inference using regression models.Build and apply prediction functionsDevelop public data products
Github, Machine Learning, Data Visualization, R Programming, Regression Analysis",4.6,120.0,Intermediate,Coursera
Statistics for Data Science with Python,"Write Python code to conduct various statistical tests including a T test, an ANOVA, and regression analysis. Interpret the results of your statistical analysis after conducting hypothesis testing. Calculate descriptive statistics and visualization by writing Python code. Create a final project that demonstrates your understanding of various statistical test using Python and evaluate your peer's projects. 
Probability And Statistics, Basic Descriptive Statistics, Statistical Hypothesis Testing, Data Visualization, Regression Analysis",4.5,14.0,Not applicable,Coursera
Data Science Companion,"Background in data science &  core machine learning concepts, such as regression & classification, data processing, & visualizationsWays to integrate multiple tools effectively to solve data science problemsLeverage cloud resources from AWS to scale data processing & accelerate machine learning model training
Data Analysis, Cloud Computing, MATLAB and Python",0.0,1.0,Beginner,Coursera
The Power of Statistics,"Explore and summarize a dataset Use probability distributions to model dataConduct a hypothesis test to identify insights about dataPerform statistical analyses using Python 
Probability Distribution, Python Programming, Statistical Analysis, Effective Communication, Statistical Hypothesis Testing",4.8,37.0,Expert,Coursera
Applied Data Science with R Specialization,"Perform basic R programming tasks like working with data structures, data manipulation, using APIs, webscraping, and using R Studio and Jupyter.Create relational databases and tables, load them with data from CSV files, and query data using SQL and R using JupyterLab.Complete the data analysis process, including data preparation,
statistical analysis, and predictive modeling.Communicate data analysis findings with data visualization charts, plots, and dashboards using libraries such as ggplot, leaflet and R Shiny.
Shiny Dashboards, SQL & RDBMS, Data Analysis and Modelling, Data Visualization, R Programmin Language",4.5,80.0,Beginner,Coursera
Foundations of Data Science: K-Means Clustering in Python,"Define and explain the key concepts of data clustering    Demonstrate understanding of the key constructs and features of the Python language.    Implement in Python the principle steps of the K-means algorithm.    Design and execute a whole data clustering workflow and interpret the outputs.    
K-Means Clustering, Machine Learning, Programming in Python",4.6,29.0,Beginner,Coursera
Expressway to Data Science: Essential Math Specialization,"Compute simple derivatives.Convert between linear systems and matrix notation and use matrix algebra to solve linear systems.Factor a simple matrix using  Singular Value Decomposition (SVD).
Integrals, Matrix Algebra, Diagonalization, Numerical Analysis, Derrivatives",4.5,40.0,Intermediate,Coursera
Calculus for Machine Learning and Data Science,"Analytically optimize different types of functions commonly used in machine learning using properties of derivatives and gradients Approximately optimize different types of functions commonly used in machine learningVisually interpret differentiation of different types of functions commonly used in machine learningPerform gradient descent in neural networks with different activation and cost functions
Calculus, Machine Learning, ""NewtonS Method"", Gradient Descent, Mathematical Optimization",4.8,25.0,Beginner,Coursera
Google Business Intelligence Professional Certificate,"Explore the roles of business intelligence (BI) professionals within an organizationPractice data modeling and extract, transform, load (ETL) processes that meet organizational goals Design data visualizations that answer business questionsCreate dashboards that effectively communicate data insights to stakeholders
Business Intelligence, Extraction, Transformation And Loading (ETL), Bigquery, Dashboarding and Reporting, Data Analysis, Data Modeling, Business Analysis, SQL, Tableau Software, Business Process, Sheets, Data Visualization",4.7,80.0,Expert,Coursera
Data Science Fundamentals Specialization,"Not specified
Environmental Data Analysis, Data Documentation, Geophysical Data, Data Mining",4.3,40.0,Beginner,Coursera
Programming for Data Science,"Open Jupyter Notebook and use it to run Python code.Identify Python operators, data types and containers.Program control structures in Python, such as if statements and for and while loops.Write Python functions that take input and return output.
using Jupyter Notebooks to program, the fundamental aspects of programming, Programming in Python",0.0,8.0,Beginner,Coursera
Meta Database Engineer Professional Certificate,"Demonstrate proficiency of SQL syntax and explain how it’s used to interact with a database.Create databases from scratch and learn how to add, manage and optimize your database.Write database driven applications in Python to connect clients to MySQL databases.Develop a working knowledge of advanced data modeling concepts.
database management, Tabular records, database administration, SQL and Python syntax, MySQL",4.6,144.0,Beginner,Coursera
Data Analysis with R Programming,"Describe the R programming language and its programming environment.Explain the fundamental concepts associated with programming in R including functions, variables, data types, pipes, and vectors.Describe the options for generating visualizations in R.Demonstrate an understanding of the basic formatting in R Markdown to create structure and emphasize content.
Data Analysis, R Markdown, Data Visualization, R Programming, Rstudio",4.8,36.0,Beginner,Coursera
Tableau Business Intelligence Analyst  Professional Certificate,"Gain the essential skills necessary to excel in an entry-level Business Intelligence Analytics role.Learn to use Tableau Public to manipulate and prepare data for analysis.Craft and dissect data visualizations that reveal patterns and drive actionable insights.Construct captivating narratives through data, enabling stakeholders to explore insights effectively.
Data Analysis, Presentation Skills, Reporting Skills, data visualizations, Tableau Software, Data Management",4.7,320.0,Beginner,Coursera
Introduction to Data Engineering,"List basic skills required for an entry-level data engineering role.Discuss various stages and concepts in the data engineering lifecycle. Describe data engineering technologies such as Relational Databases, NoSQL Data Stores, and Big Data Engines.Summarize concepts in data security, governance, and compliance.
Data Science, Database (DBMS), Information Engineering, SQL, NoSQL",4.7,12.0,Beginner,Coursera
Data Visualization with Tableau Specialization,"Examine, navigate, and learn to use the various features of Tableau Assess the quality of the data and perform exploratory analysisCreate and design visualizations and dashboards for your intended audience Combine the data to and follow the best practices to present your story
Storyboarding, Map, Tableau Software, Data Visualization",4.5,40.0,Beginner,Coursera
Google Data Analytics (PT) Professional Certificate,"Conheça as práticas e os processos utilizados por um analista de dados júnior ou associado no trabalho cotidiano.Aprenda as principais habilidades analíticas (limpeza, análise e visualização de dados) e ferramentas (planilhas, SQL, programação em R, Tableau) Entenda como limpar e organizar dados para análise e como completar análises e cálculos usando planilhas, SQL e programação em RAprenda como visualizar e apresentar descobertas de dados em painéis, apresentações e plataformas de visualização usados com frequência
Limpeza de dados, SQL, Análise dos dados, Planilha, Visualização de dados (DataViz), Solução de problemas, Tomada de decisões, análise de dados, Questionamento, Cálculos de dados, Agregação de dados, Estudo de caso, Portfólio profissional, R Markdown, Rstudio, programação em R, Apresentação, Software Tableau, Determinação do tamanho da amostra, Integridade dos dados, Ética em Dados, Coleta de Dados, Metadados",4.9,240.0,Beginner,Coursera
Google IT Automation with Python Professional Certificate,"Automate tasks by writing Python scriptsUse Git and GitHub for version controlManage IT resources at scale, both for physical machines and virtual machines in the cloud Analyze real-world IT problems and implement the appropriate strategies to solve those problems
Configuration Management, Python Programming, Using Version Control, Troubleshooting & Debugging, Automation",4.8,240.0,Beginner,Coursera
Advanced Data Science Capstone,"Not specified
Not specified",4.6,8.0,Expert,Coursera
Data Science in Stratified Healthcare and Precision Medicine,"Not specified
Data Science, Python Programming, Machine Learning, Image Analysis",4.6,17.0,Intermediate,Coursera
Generative AI for Data Scientists Specialization,"Apply skills to recognize real-world generative AI uses and identify popular generative AI models and tools for text, code, image, audio, and videoUnderstand generative AI prompt engineering concepts, examples, and common tools and learn techniques to create effective, impactful promptsLearn how to identify appropriate generative AI tools for data science use casesApply generative AI prompt techniques to generate and augment datasets and to develop and refine machine learning models
Artificial Intelligence (AI), Data Science, Machine Learning, Prompt Engineering, Generative AI",4.8,40.0,Intermediate,Coursera
